medicine_name,used_for
Paracetamol 80,बुखार और हल्के दर्द में उपयोगी
Amoxicillin 80,जीवाणु संक्रमण के इलाज में उपयोगी
Ibuprofen 80,सूजन और दर्द में राहत के लिए
Ciprofloxacin 80,संक्रमण के इलाज में उपयोगी
Metronidazole 80,दस्त और संक्रमण में उपयोगी
Azithromycin 80,गले और छाती के संक्रमण के लिए
Levocetirizine 80,एलर्जी और छींक में राहत के लिए
Cetirizine 80,एलर्जी और खुजली में उपयोगी
Pantoprazole 80,एसिडिटी और पेट दर्द में उपयोगी
Ranitidine 80,पेट की गैस और जलन में राहत
Omeprazole 80,अम्लता में राहत के लिए
Dolo 80,बुखार और दर्द में उपयोगी
Calpol 80,बच्चों के बुखार और दर्द के लिए
ORS 80,डिहाइड्रेशन में पानी की कमी को पूरा करता है
